# tau [ps];  C6H11N2 [ps*S/m];  C6H11N2-var [ps^2*S^2/m^2];  C2N3 [ps*S/m];  C2N3-var [ps^2*S^2/m^2];  C6H11N2/C6H11N2 [ps*S/m];  C6H11N2/C6H11N2-var [ps^2*S^2/m^2];  C2N3/C2N3 [ps*S/m];  C2N3/C2N3-var [ps^2*S^2/m^2];  C6H11N2/C2N3 [ps*S/m];  C6H11N2/C2N3-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000;  0.000000
0.600000;  19.299766;  0.000023;  25.340119;  0.000039;  -16.457157;  0.000344;  -17.286046;  0.002638;  9.569657;  0.003698;  20.466339;  0.016915
1.200000;  29.899205;  0.000089;  37.049799;  0.000126;  -26.054428;  0.000670;  -26.156245;  0.004837;  12.943459;  0.006681;  27.681790;  0.030560
1.800000;  37.267781;  0.000186;  45.387971;  0.000239;  -32.603413;  0.001050;  -32.172238;  0.007273;  15.702617;  0.010000;  33.582718;  0.045739
2.400000;  43.299641;  0.000300;  52.214255;  0.000377;  -37.943797;  0.001395;  -37.039336;  0.009354;  18.030474;  0.012813;  38.561237;  0.058606
3.000000;  48.526265;  0.000418;  58.151017;  0.000521;  -42.517115;  0.001807;  -41.125064;  0.011856;  20.229829;  0.016156;  43.264932;  0.073897
3.600000;  53.200879;  0.000542;  63.482687;  0.000672;  -46.559511;  0.002272;  -44.665444;  0.014818;  22.358197;  0.020131;  47.816808;  0.092078
4.200000;  57.421486;  0.000662;  68.324396;  0.000821;  -50.190100;  0.002695;  -47.835432;  0.017463;  24.344495;  0.023736;  52.064844;  0.108566
4.800000;  61.312803;  0.000779;  72.797478;  0.000969;  -53.539189;  0.003116;  -50.772198;  0.020112;  26.169909;  0.027365;  55.968804;  0.125164
5.400000;  64.992996;  0.000885;  77.037115;  0.001099;  -56.677509;  0.003568;  -53.476527;  0.023044;  27.994126;  0.031399;  59.870201;  0.143615
6.000000;  68.526678;  0.000983;  81.116784;  0.001229;  -59.696706;  0.004014;  -56.098486;  0.025921;  29.726142;  0.035305;  63.574412;  0.161481
6.600000;  71.933826;  0.001081;  85.042525;  0.001364;  -62.588329;  0.004501;  -58.563568;  0.029265;  31.461661;  0.039990;  67.286114;  0.182911
7.200000;  75.245788;  0.001186;  88.860396;  0.001504;  -65.377430;  0.004997;  -60.899998;  0.032856;  33.221874;  0.045071;  71.050630;  0.206149
7.800000;  78.488941;  0.001295;  92.606258;  0.001652;  -68.100547;  0.005532;  -63.172423;  0.036504;  34.972576;  0.050220;  74.794804;  0.229700
8.400000;  81.692275;  0.001419;  96.291585;  0.001807;  -70.825564;  0.006051;  -65.502515;  0.039954;  36.582835;  0.055026;  78.238616;  0.251684
9.000000;  84.834148;  0.001547;  99.912635;  0.001976;  -73.459625;  0.006634;  -67.684765;  0.044069;  38.292382;  0.060827;  81.894775;  0.278219
9.600000;  87.917455;  0.001680;  103.478367;  0.002158;  -76.028654;  0.007215;  -69.793372;  0.048213;  40.023703;  0.066516;  85.597500;  0.304240
10.200000;  90.966049;  0.001822;  106.994052;  0.002342;  -78.583248;  0.007802;  -71.909386;  0.051748;  41.686758;  0.071399;  89.154226;  0.326573
10.800000;  93.976338;  0.001960;  110.466379;  0.002529;  -81.103306;  0.008404;  -73.992726;  0.055495;  43.337119;  0.076564;  92.683804;  0.350196
11.400000;  96.944574;  0.002092;  113.878251;  0.002704;  -83.605305;  0.009051;  -76.083589;  0.059758;  44.906711;  0.082408;  96.040642;  0.376927
12.000000;  99.889518;  0.002215;  117.259784;  0.002878;  -86.083426;  0.009655;  -78.142453;  0.064107;  46.478274;  0.088403;  99.401698;  0.404346
12.600000;  102.797911;  0.002340;  120.602410;  0.003043;  -88.522437;  0.010190;  -80.155163;  0.067660;  48.058448;  0.093267;  102.781169;  0.426595
13.200000;  105.656024;  0.002471;  123.910013;  0.003209;  -90.967437;  0.010712;  -82.292275;  0.071220;  49.449198;  0.098152;  105.755523;  0.448936
13.800000;  108.471402;  0.002597;  127.160454;  0.003379;  -93.343800;  0.011255;  -84.298839;  0.074719;  50.927144;  0.102949;  108.916362;  0.470878
14.400000;  111.251669;  0.002733;  130.368997;  0.003560;  -95.665760;  0.012002;  -86.208845;  0.079715;  52.470033;  0.109833;  112.216094;  0.502367
15.000000;  114.008570;  0.002867;  133.543127;  0.003735;  -97.982978;  0.012615;  -88.137200;  0.083630;  53.950232;  0.115260;  115.381752;  0.527190
15.600000;  116.729986;  0.002997;  136.679968;  0.003920;  -100.270569;  0.013252;  -90.044870;  0.087734;  55.410704;  0.120719;  118.505219;  0.552159
16.200000;  119.424229;  0.003129;  139.800898;  0.004110;  -102.518576;  0.013865;  -91.901462;  0.091749;  56.912960;  0.126269;  121.718049;  0.577544
16.800000;  122.106325;  0.003271;  142.898193;  0.004299;  -104.743625;  0.014537;  -93.703793;  0.096185;  58.451607;  0.132373;  125.008707;  0.605461
17.400000;  124.761027;  0.003423;  145.967159;  0.004507;  -106.932918;  0.015374;  -95.454095;  0.101947;  60.018410;  0.140148;  128.359583;  0.641024
18.000000;  127.398515;  0.003580;  149.020730;  0.004706;  -109.128083;  0.016167;  -97.254414;  0.106855;  61.507495;  0.146687;  131.544243;  0.670935
18.600000;  130.008038;  0.003742;  152.039277;  0.004898;  -111.296780;  0.016940;  -99.023954;  0.111428;  62.991534;  0.152747;  134.718115;  0.698649
19.200000;  132.602981;  0.003892;  155.033270;  0.005103;  -113.467002;  0.017667;  -100.814567;  0.115999;  64.421362;  0.158800;  137.776044;  0.726337
19.800000;  135.174136;  0.004038;  158.007283;  0.005304;  -115.603066;  0.018570;  -102.555821;  0.122184;  65.886097;  0.167168;  140.908629;  0.764609
20.400000;  137.741779;  0.004181;  160.973267;  0.005508;  -117.723222;  0.019248;  -104.253922;  0.126943;  67.392566;  0.173847;  144.130469;  0.795163
21.000000;  140.296067;  0.004329;  163.906044;  0.005710;  -119.837022;  0.020158;  -105.938650;  0.133337;  68.875467;  0.182688;  147.301906;  0.835599
21.600000;  142.825832;  0.004470;  166.832714;  0.005911;  -121.936065;  0.020889;  -107.644937;  0.138320;  70.325497;  0.189579;  150.403041;  0.867118
22.200000;  145.336131;  0.004619;  169.725172;  0.006115;  -124.051593;  0.021486;  -109.418875;  0.142377;  71.654496;  0.195471;  153.245332;  0.894068
22.800000;  147.822132;  0.004772;  172.615588;  0.006318;  -126.132961;  0.022262;  -111.162830;  0.147819;  73.016693;  0.203276;  156.158622;  0.929764
23.400000;  150.299031;  0.004913;  175.490277;  0.006514;  -128.195225;  0.023105;  -112.862717;  0.153683;  74.412563;  0.211571;  159.143928;  0.967707
24.000000;  152.759183;  0.005050;  178.346350;  0.006691;  -130.242390;  0.023694;  -114.548659;  0.157594;  75.802886;  0.217179;  162.117370;  0.993355
24.600000;  155.216520;  0.005178;  181.180992;  0.006864;  -132.274742;  0.024445;  -116.179174;  0.162675;  77.233602;  0.224260;  165.177199;  1.025745
25.200000;  157.658964;  0.005291;  184.002350;  0.007018;  -134.265686;  0.025361;  -117.721279;  0.169418;  78.753578;  0.233779;  168.427926;  1.069285
25.800000;  160.085392;  0.005424;  186.811898;  0.007216;  -136.256426;  0.026082;  -119.296375;  0.174634;  80.220324;  0.241434;  171.564813;  1.104298
26.400000;  162.504586;  0.005568;  189.618830;  0.007407;  -138.220527;  0.026751;  -120.813876;  0.179547;  81.752396;  0.248229;  174.841410;  1.135378
27.000000;  164.916376;  0.005701;  192.418678;  0.007605;  -140.223937;  0.027688;  -122.456644;  0.185740;  83.127211;  0.256666;  177.781684;  1.173966
27.600000;  167.320682;  0.005838;  195.197651;  0.007815;  -142.223199;  0.028617;  -124.087992;  0.192282;  84.490791;  0.265909;  180.697933;  1.216242
28.200000;  169.708992;  0.005962;  197.958882;  0.008005;  -144.216135;  0.029648;  -125.728993;  0.199881;  85.821821;  0.276315;  183.544567;  1.263841
28.800000;  172.087760;  0.006090;  200.704291;  0.008188;  -146.195431;  0.030619;  -127.342565;  0.206913;  87.166643;  0.286200;  186.420697;  1.309051
29.400000;  174.455372;  0.006223;  203.448868;  0.008382;  -148.175449;  0.031476;  -128.988956;  0.213147;  88.471481;  0.294600;  189.211315;  1.347472
30.000000;  176.815218;  0.006366;  206.184406;  0.008578;  -150.134352;  0.032359;  -130.588487;  0.219393;  89.821257;  0.303489;  192.098041;  1.388131
30.600000;  179.174077;  0.006520;  208.916454;  0.008763;  -152.087682;  0.033219;  -132.171532;  0.225555;  91.186475;  0.311925;  195.017793;  1.426715
31.200000;  181.525190;  0.006672;  211.636571;  0.008963;  -154.007905;  0.034371;  -133.670794;  0.233836;  92.637066;  0.323763;  198.120128;  1.480861
31.800000;  183.866048;  0.006823;  214.351567;  0.009176;  -155.928603;  0.035588;  -135.195335;  0.242601;  94.051537;  0.335644;  201.145214;  1.535205
32.400000;  186.202800;  0.006980;  217.053293;  0.009372;  -157.851954;  0.036684;  -136.725757;  0.249884;  95.443251;  0.345549;  204.121632;  1.580510
33.000000;  188.528671;  0.007144;  219.743749;  0.009568;  -159.773342;  0.038151;  -138.270176;  0.260437;  96.804944;  0.360266;  207.033845;  1.647826
33.600000;  190.853435;  0.007335;  222.428366;  0.009793;  -161.657929;  0.039429;  -139.707621;  0.269978;  98.286804;  0.373797;  210.203055;  1.709712
34.200000;  193.168378;  0.007524;  225.109069;  0.009999;  -163.550500;  0.040447;  -141.191600;  0.277163;  99.708724;  0.384083;  213.244071;  1.756760
34.800000;  195.468511;  0.007699;  227.779743;  0.010188;  -165.432101;  0.041405;  -142.676431;  0.283761;  101.117714;  0.393100;  216.257436;  1.798002
35.400000;  197.766812;  0.007872;  230.439441;  0.010399;  -167.323588;  0.042780;  -144.183489;  0.293366;  102.487254;  0.406100;  219.186430;  1.857467
36.000000;  200.056412;  0.008050;  233.082789;  0.010593;  -169.215002;  0.043962;  -145.698639;  0.301610;  103.827750;  0.417182;  222.053309;  1.908153
36.600000;  202.333840;  0.008225;  235.722050;  0.010796;  -171.072806;  0.045156;  -147.148965;  0.310058;  105.240414;  0.429379;  225.074532;  1.963940
37.200000;  204.611405;  0.008406;  238.350477;  0.011013;  -172.907799;  0.046374;  -148.523436;  0.319116;  106.730336;  0.441850;  228.260984;  2.020981
37.800000;  206.884854;  0.008587;  240.978344;  0.011240;  -174.794874;  0.047457;  -150.056575;  0.326779;  108.031065;  0.452543;  231.042815;  2.069889
38.400000;  209.146798;  0.008770;  243.588803;  0.011461;  -176.629258;  0.048590;  -151.455611;  0.334566;  109.470448;  0.463296;  234.121180;  2.119076
39.000000;  211.415271;  0.008964;  246.211344;  0.011707;  -178.478959;  0.049628;  -152.891630;  0.341929;  110.880246;  0.473312;  237.136272;  2.164886
39.600000;  213.674112;  0.009177;  248.821186;  0.011959;  -180.319878;  0.051045;  -154.317356;  0.351902;  112.287183;  0.487094;  240.145246;  2.227923
40.200000;  215.919424;  0.009377;  251.431037;  0.012233;  -182.136978;  0.052204;  -155.713938;  0.360078;  113.728760;  0.498029;  243.228305;  2.277940
