# tau [ps];  C6H11N2 [ps*S/m];  C6H11N2-var [ps^2*S^2/m^2];  C2N3 [ps*S/m];  C2N3-var [ps^2*S^2/m^2];  C6H11N2/C6H11N2 [ps*S/m];  C6H11N2/C6H11N2-var [ps^2*S^2/m^2];  C2N3/C2N3 [ps*S/m];  C2N3/C2N3-var [ps^2*S^2/m^2];  C6H11N2/C2N3 [ps*S/m];  C6H11N2/C2N3-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
339.600000;  1236.996838;  0.194817;  1446.559099;  0.293703;  -981.486797;  2.518856;  -722.612712;  18.729960;  860.175729;  25.242032;  1839.632158;  115.454785
340.200000;  1239.026426;  0.195316;  1448.938599;  0.294608;  -983.129637;  2.526026;  -723.896426;  18.778357;  861.477716;  25.303346;  1842.416677;  115.735230
340.800000;  1241.058978;  0.195805;  1451.329332;  0.295427;  -984.764400;  2.533628;  -725.160088;  18.826356;  862.816875;  25.362023;  1845.280697;  116.003611
341.400000;  1243.097307;  0.196252;  1453.705563;  0.296368;  -986.361789;  2.541350;  -726.286986;  18.877646;  864.301302;  25.431163;  1848.455397;  116.319853
342.000000;  1245.137021;  0.196796;  1456.097772;  0.297313;  -988.002392;  2.549006;  -727.548381;  18.927646;  865.644909;  25.495523;  1851.328930;  116.614229
342.600000;  1247.170451;  0.197353;  1458.484201;  0.298324;  -989.603530;  2.556342;  -728.709978;  18.974981;  867.100225;  25.557351;  1854.441370;  116.897022
343.200000;  1249.203192;  0.197855;  1460.861293;  0.299283;  -991.180479;  2.563394;  -729.795657;  19.027549;  868.634650;  25.626080;  1857.723000;  117.211386
343.800000;  1251.233533;  0.198356;  1463.247392;  0.300178;  -992.789237;  2.571522;  -730.987269;  19.086335;  870.053910;  25.703889;  1860.758329;  117.567273
344.400000;  1253.274248;  0.198770;  1465.640049;  0.300925;  -994.358195;  2.581127;  -732.043279;  19.156923;  871.642082;  25.801805;  1864.154904;  118.015132
345.000000;  1255.314462;  0.199097;  1468.017825;  0.301638;  -995.943670;  2.587440;  -733.132627;  19.207399;  873.172962;  25.867708;  1867.428951;  118.316569
345.600000;  1257.362403;  0.199494;  1470.392743;  0.302403;  -997.570317;  2.593809;  -734.313877;  19.252409;  874.591250;  25.925352;  1870.462201;  118.580226
346.200000;  1259.393313;  0.199817;  1472.766833;  0.303270;  -999.172871;  2.602261;  -735.474287;  19.314150;  876.033315;  26.008052;  1873.546302;  118.958490
346.800000;  1261.419847;  0.200344;  1475.134987;  0.304247;  -1000.769478;  2.611353;  -736.624313;  19.376490;  877.480665;  26.089262;  1876.641708;  119.329936
347.400000;  1263.446095;  0.200802;  1477.508012;  0.305174;  -1002.359527;  2.618708;  -737.761439;  19.425575;  878.949131;  26.151665;  1879.782271;  119.615361
348.000000;  1265.478542;  0.201305;  1479.884341;  0.306226;  -1003.965067;  2.627819;  -738.928195;  19.490966;  880.386316;  26.236099;  1882.855937;  120.001557
348.600000;  1267.506909;  0.201904;  1482.261641;  0.307324;  -1005.590708;  2.637197;  -740.164438;  19.554502;  881.742095;  26.319504;  1885.755499;  120.383043
349.200000;  1269.539783;  0.202488;  1484.643066;  0.308407;  -1007.210138;  2.647104;  -741.374434;  19.628061;  883.133957;  26.416047;  1888.732234;  120.824620
349.800000;  1271.567907;  0.203008;  1487.013413;  0.309404;  -1008.807040;  2.657094;  -742.522984;  19.697439;  884.585667;  26.505490;  1891.836963;  121.233728
350.400000;  1273.593076;  0.203517;  1489.393254;  0.310357;  -1010.360397;  2.667723;  -743.566022;  19.772778;  886.174025;  26.602188;  1895.233936;  121.676016
351.000000;  1275.611999;  0.204100;  1491.758556;  0.311398;  -1011.935730;  2.679747;  -744.674483;  19.855236;  887.667373;  26.711063;  1898.427716;  122.174001
351.600000;  1277.642308;  0.204652;  1494.124443;  0.312346;  -1013.572286;  2.688371;  -745.924736;  19.911130;  888.992943;  26.780274;  1901.262671;  122.490562
352.200000;  1279.675668;  0.205179;  1496.491638;  0.313294;  -1015.161343;  2.701185;  -747.033070;  20.003888;  890.488691;  26.901189;  1904.461584;  123.043616
352.800000;  1281.699894;  0.205547;  1498.866799;  0.314070;  -1016.713107;  2.711299;  -748.069586;  20.074976;  892.079237;  26.993653;  1907.863237;  123.466538
353.400000;  1283.718257;  0.206022;  1501.227468;  0.314992;  -1018.211314;  2.721378;  -748.956478;  20.146643;  893.830343;  27.088460;  1911.608276;  123.900180
354.000000;  1285.744096;  0.206570;  1503.595497;  0.315847;  -1019.806512;  2.729644;  -750.104354;  20.201087;  895.280100;  27.158120;  1914.708827;  124.218797
354.600000;  1287.759169;  0.207044;  1505.962502;  0.316771;  -1021.351265;  2.740988;  -751.138782;  20.277566;  896.863435;  27.256255;  1918.095059;  124.667657
355.200000;  1289.777527;  0.207545;  1508.326017;  0.317790;  -1022.924407;  2.751501;  -752.240849;  20.348948;  898.362258;  27.347246;  1921.300547;  125.083842
355.800000;  1291.802055;  0.208034;  1510.687855;  0.318787;  -1024.474656;  2.763825;  -753.258896;  20.434154;  899.958918;  27.456391;  1924.715277;  125.583060
356.400000;  1293.817585;  0.208514;  1513.059256;  0.319630;  -1026.021275;  2.774811;  -754.301714;  20.507931;  901.537508;  27.552999;  1928.091360;  126.024938
357.000000;  1295.836712;  0.209040;  1515.422971;  0.320622;  -1027.560814;  2.785174;  -755.306591;  20.580813;  903.152047;  27.647139;  1931.544325;  126.455525
357.600000;  1297.858640;  0.209619;  1517.789104;  0.321580;  -1029.110529;  2.795813;  -756.334787;  20.657628;  904.741752;  27.748230;  1934.944181;  126.917908
358.200000;  1299.884260;  0.210172;  1520.157092;  0.322538;  -1030.676282;  2.807204;  -757.399815;  20.743424;  906.289898;  27.860924;  1938.255153;  127.433361
358.800000;  1301.920540;  0.210716;  1522.536856;  0.323531;  -1032.265217;  2.819234;  -758.512103;  20.833698;  907.795883;  27.981465;  1941.475959;  127.984701
359.400000;  1303.955246;  0.211205;  1524.909716;  0.324546;  -1033.814962;  2.826997;  -759.510901;  20.893372;  909.428509;  28.056283;  1944.967608;  128.326916
360.000000;  1305.989595;  0.211773;  1527.286131;  0.325596;  -1035.400749;  2.834360;  -760.616390;  20.940675;  910.938595;  28.114290;  1948.197182;  128.592232
360.600000;  1308.017596;  0.212293;  1529.650831;  0.326579;  -1036.969847;  2.844557;  -761.680861;  21.013463;  912.483495;  28.207601;  1951.501214;  129.019029
361.200000;  1310.050345;  0.212874;  1532.026257;  0.327630;  -1038.575310;  2.854151;  -762.845642;  21.080005;  913.921954;  28.291735;  1954.577605;  129.403849
361.800000;  1312.080856;  0.213423;  1534.397516;  0.328695;  -1040.180247;  2.862874;  -764.011106;  21.147545;  915.354650;  28.379018;  1957.641668;  129.803074
362.400000;  1314.101972;  0.213930;  1536.770335;  0.329790;  -1041.753808;  2.873243;  -765.115852;  21.223482;  916.861344;  28.479593;  1960.863990;  130.263095
363.000000;  1316.126597;  0.214343;  1539.136461;  0.330768;  -1043.307134;  2.884508;  -766.146627;  21.307017;  918.447977;  28.592451;  1964.257274;  130.779299
363.600000;  1318.153513;  0.214772;  1541.510881;  0.331732;  -1044.891928;  2.893294;  -767.268367;  21.371775;  919.936381;  28.676585;  1967.440480;  131.164120
364.200000;  1320.191039;  0.215315;  1543.880793;  0.332813;  -1046.462906;  2.905915;  -768.316388;  21.459755;  921.507021;  28.794006;  1970.799560;  131.701195
364.800000;  1322.235365;  0.216071;  1546.269944;  0.333871;  -1048.047989;  2.919295;  -769.404351;  21.554360;  923.053061;  28.920937;  1974.106030;  132.281761
365.400000;  1324.280082;  0.216796;  1548.660301;  0.334879;  -1049.676674;  2.930018;  -770.615947;  21.629555;  924.453636;  29.021034;  1977.101398;  132.739598
366.000000;  1326.315600;  0.217485;  1551.028316;  0.335918;  -1051.237961;  2.943575;  -771.640304;  21.727975;  926.050137;  29.150671;  1980.515788;  133.332544
366.600000;  1328.351272;  0.218142;  1553.401328;  0.336938;  -1052.828102;  2.954714;  -772.750980;  21.811053;  927.550015;  29.260126;  1983.723532;  133.833185
367.200000;  1330.391858;  0.218831;  1555.775177;  0.337936;  -1054.389206;  2.967787;  -773.766293;  21.905617;  929.164195;  29.384789;  1987.175730;  134.403381
367.800000;  1332.423239;  0.219528;  1558.141204;  0.338945;  -1056.003837;  2.979512;  -774.951526;  21.985971;  930.567186;  29.487406;  1990.176264;  134.872740
368.400000;  1334.455106;  0.220155;  1560.506555;  0.339889;  -1057.601041;  2.992404;  -776.085329;  22.078375;  932.030482;  29.609408;  1993.305772;  135.430769
369.000000;  1336.476163;  0.220853;  1562.869307;  0.340829;  -1059.212990;  3.004518;  -777.288940;  22.160490;  933.407746;  29.716813;  1996.251286;  135.922028
369.600000;  1338.499878;  0.221435;  1565.221674;  0.341899;  -1060.820844;  3.017098;  -778.463033;  22.247026;  934.807743;  29.829986;  1999.245417;  136.439671
370.200000;  1340.509982;  0.222054;  1567.575985;  0.343012;  -1062.394158;  3.027856;  -779.579766;  22.320230;  936.278203;  29.925731;  2002.390246;  136.877600
370.800000;  1342.522147;  0.222769;  1569.936418;  0.344090;  -1063.988102;  3.037904;  -780.755239;  22.388666;  937.686144;  30.013776;  2005.401367;  137.280309
371.400000;  1344.536530;  0.223515;  1572.287313;  0.345095;  -1065.587008;  3.049214;  -781.928948;  22.466845;  939.084848;  30.116624;  2008.392734;  137.750726
372.000000;  1346.556262;  0.224291;  1574.643078;  0.346115;  -1067.209439;  3.061435;  -783.159024;  22.554104;  940.422365;  30.233515;  2011.253242;  138.285376
372.600000;  1348.590060;  0.224992;  1576.999953;  0.347080;  -1068.790848;  3.073360;  -784.234129;  22.635486;  941.945333;  30.339628;  2014.510369;  138.770729
373.200000;  1350.620578;  0.225649;  1579.356523;  0.348141;  -1070.393838;  3.084098;  -785.379369;  22.709349;  943.384607;  30.435877;  2017.588501;  139.210963
373.800000;  1352.641987;  0.226272;  1581.712435;  0.349157;  -1072.026929;  3.092277;  -786.635045;  22.764971;  944.691880;  30.509050;  2020.384327;  139.545651
374.400000;  1354.657642;  0.226821;  1584.055267;  0.350052;  -1073.632108;  3.102469;  -787.814859;  22.832533;  946.073751;  30.597994;  2023.339693;  139.952471
375.000000;  1356.674784;  0.227375;  1586.401191;  0.350845;  -1075.228520;  3.112668;  -788.968711;  22.904900;  947.490142;  30.693966;  2026.368887;  140.391439
375.600000;  1358.688672;  0.228003;  1588.753872;  0.351951;  -1076.868565;  3.120973;  -790.262168;  22.956300;  948.748686;  30.760839;  2029.060497;  140.697308
376.200000;  1360.700530;  0.228685;  1591.105292;  0.353165;  -1078.502682;  3.132046;  -791.543320;  23.025836;  950.020354;  30.853806;  2031.780174;  141.122532
376.800000;  1362.705764;  0.229353;  1593.459701;  0.354304;  -1080.077306;  3.143069;  -792.677666;  23.100492;  951.470004;  30.952868;  2034.880498;  141.575635
377.400000;  1364.728619;  0.230056;  1595.820088;  0.355439;  -1081.718777;  3.150905;  -793.957464;  23.150317;  952.753933;  31.019234;  2037.626398;  141.879183
378.000000;  1366.760047;  0.230810;  1598.181368;  0.356607;  -1083.292984;  3.161800;  -795.023282;  23.222998;  954.293169;  31.114337;  2040.918316;  142.314179
378.600000;  1368.784482;  0.231577;  1600.539091;  0.357759;  -1084.901882;  3.172695;  -796.203647;  23.295575;  955.692079;  31.208433;  2043.910123;  142.744563
379.200000;  1370.809649;  0.232359;  1602.910157;  0.358945;  -1086.526629;  3.184666;  -797.440186;  23.373034;  957.040096;  31.311479;  2046.793087;  143.215886
379.800000;  1372.831150;  0.233149;  1605.265557;  0.360278;  -1088.168684;  3.194242;  -798.720490;  23.436088;  958.317500;  31.392664;  2049.525033;  143.587221
380.400000;  1374.855466;  0.234041;  1607.625550;  0.361523;  -1089.727804;  3.207912;  -799.762426;  23.527659;  959.883583;  31.515916;  2052.874369;  144.150964
381.000000;  1376.892142;  0.234922;  1609.999291;  0.362839;  -1091.358933;  3.221209;  -800.987115;  23.618889;  961.248859;  31.639732;  2055.794244;  144.717287
381.600000;  1378.919836;  0.235826;  1612.358803;  0.363950;  -1092.959800;  3.233266;  -802.137279;  23.695892;  962.685778;  31.742457;  2058.867339;  145.187142
382.200000;  1380.936734;  0.236613;  1614.724625;  0.365060;  -1094.525886;  3.244606;  -803.225797;  23.771978;  964.203439;  31.844150;  2062.113115;  145.652277
382.800000;  1382.958851;  0.237448;  1617.087452;  0.366179;  -1096.110153;  3.255433;  -804.348051;  23.840657;  965.677458;  31.935476;  2065.265557;  146.069992
383.400000;  1384.991014;  0.238241;  1619.446504;  0.367321;  -1097.690614;  3.270126;  -805.427278;  23.940706;  967.198116;  32.071504;  2068.517742;  146.692173
384.000000;  1387.011927;  0.238963;  1621.810749;  0.368439;  -1099.261590;  3.280675;  -806.516700;  24.010329;  968.712831;  32.168457;  2071.757217;  147.135626
384.600000;  1389.033994;  0.239590;  1624.173937;  0.369411;  -1100.875381;  3.293970;  -807.723104;  24.101596;  970.087293;  32.292170;  2074.696739;  147.701480
385.200000;  1391.052604;  0.240171;  1626.529778;  0.370292;  -1102.439527;  3.306096;  -808.791292;  24.187743;  971.617251;  32.409085;  2077.968814;  148.236239
385.800000;  1393.078126;  0.240712;  1628.891891;  0.371377;  -1104.028930;  3.320828;  -809.917733;  24.294248;  973.085447;  32.555300;  2081.108801;  148.905014
386.400000;  1395.086875;  0.241256;  1631.258577;  0.372412;  -1105.583952;  3.335515;  -810.998859;  24.400670;  974.612919;  32.701931;  2084.375559;  149.575688
387.000000;  1397.103601;  0.241891;  1633.622382;  0.373533;  -1107.148795;  3.350143;  -812.082325;  24.505388;  976.134187;  32.842765;  2087.629050;  150.219854
387.600000;  1399.131836;  0.242645;  1635.984936;  0.374818;  -1108.745623;  3.362641;  -813.222555;  24.585150;  977.586522;  32.948449;  2090.735116;  150.703243
388.200000;  1401.162427;  0.243351;  1638.355123;  0.376026;  -1110.342810;  3.377017;  -814.364764;  24.689243;  979.045577;  33.086385;  2093.855552;  151.334150
388.800000;  1403.199728;  0.244015;  1640.737273;  0.377362;  -1111.976072;  3.390337;  -815.602134;  24.777907;  980.405778;  33.203318;  2096.764574;  151.868988
389.400000;  1405.233841;  0.244844;  1643.124315;  0.378672;  -1113.542936;  3.407515;  -816.665302;  24.896058;  981.978773;  33.362269;  2100.128691;  152.596016
390.000000;  1407.273130;  0.245681;  1645.495108;  0.379934;  -1115.144426;  3.423811;  -817.795660;  25.009980;  983.452628;  33.514937;  2103.280781;  153.294304
390.600000;  1409.310719;  0.246463;  1647.866042;  0.381053;  -1116.787391;  3.439833;  -819.048494;  25.121764;  984.781128;  33.667629;  2106.122004;  153.992705
391.200000;  1411.350782;  0.247261;  1650.241999;  0.382295;  -1118.405107;  3.453666;  -820.227799;  25.216438;  986.202961;  33.795245;  2109.162837;  154.576408
391.800000;  1413.381357;  0.247999;  1652.608100;  0.383467;  -1120.049762;  3.465469;  -821.500458;  25.297616;  987.502162;  33.906351;  2111.941399;  155.084600
392.400000;  1415.408356;  0.248656;  1654.974795;  0.384514;  -1121.659145;  3.480343;  -822.683903;  25.408556;  988.908071;  34.056800;  2114.948174;  155.772737
393.000000;  1417.428835;  0.249382;  1657.329633;  0.385679;  -1123.241775;  3.493766;  -823.798169;  25.505809;  990.382089;  34.184537;  2118.100612;  156.356997
393.600000;  1419.447921;  0.250105;  1659.682887;  0.386761;  -1124.887265;  3.506429;  -825.092899;  25.590924;  991.639802;  34.298630;  2120.790446;  156.878848
394.200000;  1421.466667;  0.250718;  1662.052556;  0.387838;  -1126.479824;  3.521401;  -826.255035;  25.702219;  993.074563;  34.447536;  2123.858927;  157.559931
394.800000;  1423.491121;  0.251385;  1664.420229;  0.388771;  -1128.102271;  3.538851;  -827.483688;  25.826196;  994.427920;  34.617090;  2126.753310;  158.335454
395.400000;  1425.519311;  0.252082;  1666.807006;  0.389745;  -1129.705157;  3.553956;  -828.665436;  25.932523;  995.859707;  34.761055;  2129.815430;  158.993937
396.000000;  1427.552340;  0.252848;  1669.182786;  0.390791;  -1131.285920;  3.568068;  -829.759790;  26.027734;  997.382265;  34.888929;  2133.071680;  159.578821
396.600000;  1429.580584;  0.253684;  1671.557402;  0.391939;  -1132.879486;  3.584538;  -830.902815;  26.139793;  998.845613;  35.039489;  2136.201299;  160.267471
397.200000;  1431.603086;  0.254371;  1673.932978;  0.392987;  -1134.464729;  3.600612;  -832.039488;  26.250466;  1000.317647;  35.189369;  2139.349494;  160.953006
397.800000;  1433.630891;  0.255067;  1676.311262;  0.393943;  -1136.092127;  3.614453;  -833.283286;  26.346654;  1001.665616;  35.317975;  2142.232355;  161.541238
398.400000;  1435.651788;  0.255699;  1678.680257;  0.394903;  -1137.662907;  3.632343;  -834.376946;  26.475746;  1003.180940;  35.492062;  2145.473133;  162.337499
399.000000;  1437.672702;  0.256321;  1681.057506;  0.395989;  -1139.262549;  3.646701;  -835.560589;  26.576900;  1004.599154;  35.628738;  2148.506224;  162.962640
399.600000;  1439.693182;  0.257025;  1683.439811;  0.397105;  -1140.859500;  3.661898;  -836.742894;  26.681185;  1006.024965;  35.769751;  2151.555566;  163.607625
400.200000;  1441.698117;  0.257705;  1685.804071;  0.398313;  -1142.473546;  3.677677;  -837.999632;  26.790866;  1007.340895;  35.917627;  2154.369905;  164.283995
400.800000;  1443.696772;  0.258398;  1688.169369;  0.399536;  -1144.046952;  3.692704;  -839.160056;  26.895990;  1008.772497;  36.058388;  2157.431630;  164.927824
401.400000;  1445.703145;  0.259160;  1690.529160;  0.400855;  -1145.627844;  3.709780;  -840.314316;  27.017446;  1010.204881;  36.222167;  2160.495026;  165.676934
402.000000;  1447.718916;  0.259915;  1692.900319;  0.401994;  -1147.182594;  3.726612;  -841.379246;  27.136407;  1011.756910;  36.383801;  2163.814304;  166.416230
402.600000;  1449.741741;  0.260532;  1695.272313;  0.403050;  -1148.756396;  3.742914;  -842.479006;  27.252699;  1013.268549;  36.540434;  2167.047201;  167.132657
403.200000;  1451.768252;  0.261152;  1697.635990;  0.404053;  -1150.322111;  3.761202;  -843.537093;  27.381856;  1014.819819;  36.715030;  2170.364857;  167.931244
403.800000;  1453.800773;  0.261815;  1700.005828;  0.405035;  -1151.931825;  3.776251;  -844.708974;  27.486491;  1016.243202;  36.855687;  2173.409004;  168.574595
404.400000;  1455.846025;  0.262452;  1702.388748;  0.406023;  -1153.557356;  3.795374;  -845.902686;  27.621167;  1017.656191;  37.036818;  2176.430921;  169.403075
405.000000;  1457.891847;  0.262982;  1704.785480;  0.406951;  -1155.175341;  3.810114;  -847.087208;  27.725447;  1019.096510;  37.175061;  2179.511287;  170.035382
405.600000;  1459.932979;  0.263578;  1707.158508;  0.407869;  -1156.810880;  3.823471;  -848.311055;  27.821333;  1020.461939;  37.304092;  2182.431490;  170.625559
406.200000;  1461.975691;  0.264194;  1709.533556;  0.408708;  -1158.460833;  3.840062;  -849.573282;  27.940882;  1021.784167;  37.465465;  2185.259299;  171.363668
406.800000;  1464.015077;  0.264922;  1711.916341;  0.409811;  -1160.082146;  3.855261;  -850.771528;  28.046266;  1023.191607;  37.605963;  2188.269351;  172.006290
407.400000;  1466.049612;  0.265597;  1714.280238;  0.410729;  -1161.710224;  3.870047;  -851.983795;  28.153795;  1024.559948;  37.750341;  2191.195779;  172.666665
408.000000;  1468.082661;  0.266277;  1716.656682;  0.411628;  -1163.328779;  3.885207;  -853.185835;  28.262164;  1025.955345;  37.895899;  2194.180073;  173.332434
408.600000;  1470.127209;  0.266958;  1719.033822;  0.412534;  -1164.938315;  3.899786;  -854.330437;  28.370706;  1027.419817;  38.042187;  2197.312096;  174.001540
409.200000;  1472.164018;  0.267583;  1721.406365;  0.413624;  -1166.544446;  3.911670;  -855.482724;  28.455398;  1028.869697;  38.155779;  2200.412910;  174.521099
409.800000;  1474.197651;  0.268137;  1723.763149;  0.414652;  -1168.181310;  3.923903;  -856.715328;  28.540708;  1030.205420;  38.270375;  2203.269583;  175.045252
410.400000;  1476.226496;  0.268681;  1726.133710;  0.415719;  -1169.762412;  3.939393;  -857.817283;  28.654501;  1031.712748;  38.425365;  2206.493259;  175.754163
411.000000;  1478.252210;  0.269221;  1728.501528;  0.416648;  -1171.371209;  3.954393;  -859.003833;  28.761711;  1033.116301;  38.570916;  2209.494997;  176.419898
411.600000;  1480.275762;  0.269792;  1730.868678;  0.417648;  -1172.977688;  3.971604;  -860.189274;  28.882551;  1034.520381;  38.735688;  2212.497860;  177.173552
412.200000;  1482.298192;  0.270372;  1733.237870;  0.418644;  -1174.589314;  3.984990;  -861.394520;  28.980611;  1035.903352;  38.866609;  2215.455580;  177.772372
412.800000;  1484.329284;  0.270912;  1735.606764;  0.419550;  -1176.179320;  4.000197;  -862.513671;  29.090248;  1037.388268;  39.015180;  2218.631326;  178.451923
413.400000;  1486.365108;  0.271472;  1737.982657;  0.420524;  -1177.805470;  4.014679;  -863.728815;  29.192109;  1038.767442;  39.149814;  2221.580923;  179.067727
414.000000;  1488.409263;  0.272002;  1740.358281;  0.421509;  -1179.501181;  4.025217;  -865.117179;  29.258770;  1039.940481;  39.238326;  2224.089666;  179.472573
414.600000;  1490.448305;  0.272459;  1742.730831;  0.422395;  -1181.186402;  4.039305;  -866.487237;  29.360795;  1041.131617;  39.373223;  2226.637114;  180.089581
415.200000;  1492.475921;  0.272836;  1745.101762;  0.423198;  -1182.790585;  4.055001;  -867.658438;  29.471562;  1042.557108;  39.523159;  2229.685768;  180.775372
415.800000;  1494.500717;  0.273263;  1747.460182;  0.423944;  -1184.406388;  4.069185;  -868.858041;  29.569738;  1043.933986;  39.652513;  2232.630456;  181.367025
416.400000;  1496.525888;  0.273686;  1749.832963;  0.424756;  -1186.037673;  4.082658;  -870.114812;  29.667792;  1045.260003;  39.783768;  2235.466368;  181.967377
417.000000;  1498.553939;  0.274140;  1752.201577;  0.425637;  -1187.676319;  4.096811;  -871.380108;  29.769371;  1046.570939;  39.919018;  2238.270029;  182.585999
417.600000;  1500.578101;  0.274527;  1754.556234;  0.426525;  -1189.275946;  4.109625;  -872.531916;  29.860961;  1048.000135;  40.043169;  2241.326608;  183.153851
418.200000;  1502.609912;  0.274928;  1756.919268;  0.427590;  -1190.934347;  4.123059;  -873.836951;  29.957412;  1049.257224;  40.172706;  2244.015107;  183.746342
418.800000;  1504.638633;  0.275356;  1759.298693;  0.428469;  -1192.560526;  4.136092;  -875.075838;  30.055238;  1050.612384;  40.304009;  2246.913346;  184.346912
419.400000;  1506.669449;  0.275772;  1761.665009;  0.429228;  -1194.190364;  4.149588;  -876.306047;  30.151438;  1051.962279;  40.436101;  2249.800326;  184.951087
420.000000;  1508.697942;  0.276160;  1764.043134;  0.430250;  -1195.826693;  4.161023;  -877.573041;  30.234895;  1053.282499;  40.548781;  2252.623841;  185.466477
420.600000;  1510.740501;  0.276636;  1766.423394;  0.431260;  -1197.483261;  4.173030;  -878.859658;  30.324332;  1054.581938;  40.668363;  2255.402914;  186.013432
421.200000;  1512.777994;  0.277120;  1768.798690;  0.432294;  -1199.108429;  4.186113;  -880.066698;  30.425221;  1055.970031;  40.805074;  2258.371587;  186.638737
421.800000;  1514.816867;  0.277619;  1771.168822;  0.433430;  -1200.754377;  4.200225;  -881.323540;  30.529423;  1057.292816;  40.951622;  2261.200587;  187.309033
422.400000;  1516.844822;  0.278127;  1773.534118;  0.434438;  -1202.391252;  4.212235;  -882.580772;  30.622847;  1058.609391;  41.077718;  2264.016307;  187.885786
423.000000;  1518.866607;  0.278714;  1775.891728;  0.435272;  -1203.951122;  4.229378;  -883.629623;  30.748824;  1060.164428;  41.249554;  2267.342018;  188.671749
423.600000;  1520.881299;  0.279272;  1778.242329;  0.436042;  -1205.579907;  4.240205;  -884.886817;  30.826457;  1061.463587;  41.355181;  2270.120491;  189.154876
424.200000;  1522.893221;  0.279732;  1780.584572;  0.436912;  -1207.162689;  4.255943;  -886.013161;  30.946470;  1062.908289;  41.515106;  2273.210232;  189.886357
424.800000;  1524.889365;  0.280161;  1782.937271;  0.437854;  -1208.737792;  4.270739;  -887.172911;  31.056619;  1064.325723;  41.665357;  2276.241655;  190.573594
425.400000;  1526.882101;  0.280553;  1785.273194;  0.438535;  -1210.310887;  4.286313;  -888.319848;  31.172771;  1065.738447;  41.825222;  2279.263007;  191.304801
426.000000;  1528.874812;  0.280980;  1787.614490;  0.439335;  -1211.909697;  4.298981;  -889.545091;  31.267515;  1067.064514;  41.953565;  2282.099026;  191.891833
426.600000;  1530.877030;  0.281474;  1789.963724;  0.440240;  -1213.530473;  4.315675;  -890.813569;  31.392932;  1068.348643;  42.126618;  2284.845355;  192.683361
427.200000;  1532.898246;  0.282008;  1792.331010;  0.441180;  -1215.141018;  4.328665;  -892.017283;  31.488447;  1069.731171;  42.258495;  2287.802127;  193.286554
427.800000;  1534.927445;  0.282546;  1794.709189;  0.441947;  -1216.763474;  4.342083;  -893.243025;  31.584909;  1071.100470;  42.391447;  2290.730605;  193.894664
428.400000;  1536.948810;  0.283190;  1797.090893;  0.442796;  -1218.374080;  4.357888;  -894.460907;  31.697483;  1072.483295;  42.545678;  2293.688011;  194.600104
429.000000;  1538.973239;  0.283871;  1799.468249;  0.443591;  -1219.983150;  4.375234;  -895.661412;  31.822671;  1073.881602;  42.716415;  2296.678529;  195.381037
429.600000;  1540.995560;  0.284429;  1801.846879;  0.444512;  -1221.575085;  4.390838;  -896.820610;  31.938997;  1075.330500;  42.876558;  2299.777244;  196.113517
430.200000;  1543.012349;  0.285079;  1804.219532;  0.445441;  -1223.169276;  4.408487;  -897.995904;  32.070997;  1076.753174;  43.056778;  2302.819875;  196.937830
430.800000;  1545.032280;  0.285725;  1806.582443;  0.446350;  -1224.789506;  4.424215;  -899.226323;  32.182363;  1078.098774;  43.210323;  2305.697669;  197.640131
431.400000;  1547.045453;  0.286441;  1808.935844;  0.447266;  -1226.394129;  4.443058;  -900.422165;  32.315202;  1079.474158;  43.391698;  2308.639161;  198.469722
432.000000;  1549.056005;  0.287100;  1811.295321;  0.448236;  -1227.997145;  4.459151;  -901.626953;  32.427450;  1080.846131;  43.540512;  2311.573359;  199.150382
432.600000;  1551.066990;  0.287792;  1813.664114;  0.449329;  -1229.618969;  4.476699;  -902.893123;  32.547795;  1082.156242;  43.704037;  2314.375253;  199.898334
433.200000;  1553.089121;  0.288468;  1816.031273;  0.450484;  -1231.210422;  4.495368;  -904.040028;  32.680663;  1083.606118;  43.885928;  2317.476062;  200.730288
433.800000;  1555.101234;  0.289188;  1818.392524;  0.451678;  -1232.820745;  4.512967;  -905.262871;  32.799214;  1084.958747;  44.049809;  2320.368889;  201.479861
434.400000;  1557.114899;  0.289932;  1820.751370;  0.452858;  -1234.400203;  4.531194;  -906.391461;  32.928503;  1086.420508;  44.226489;  2323.495114;  202.287979
435.000000;  1559.131567;  0.290694;  1823.094371;  0.454258;  -1236.008235;  4.546356;  -907.576660;  33.034504;  1087.796181;  44.369250;  2326.437223;  202.940956
435.600000;  1561.146262;  0.291443;  1825.454218;  0.455669;  -1237.616384;  4.564990;  -908.784621;  33.163691;  1089.164825;  44.546862;  2329.364302;  203.753339
436.200000;  1563.162321;  0.292343;  1827.809399;  0.457001;  -1239.220929;  4.584600;  -909.973845;  33.304168;  1090.550186;  44.739042;  2332.327133;  204.632354
436.800000;  1565.170821;  0.293202;  1830.181543;  0.458180;  -1240.826859;  4.603598;  -911.205375;  33.438757;  1091.905437;  44.923539;  2335.225566;  205.476227
437.400000;  1567.184460;  0.294004;  1832.543362;  0.459343;  -1242.396147;  4.622322;  -912.308195;  33.574435;  1093.401349;  45.108783;  2338.424828;  206.323515
